Source	Target
RPL22	RPL4
RPL22	SRP68
RPL22	RPS15A
RPL22	RPS27L
RPL22	TUBB
RPL22	RPL7
RPL22	RPS2
RPL22	RPS21
RPL22	RPL3
RPL22	RPL36AL
RPL22	RPL27A
RPL22	RPLP1
RPL22	RPS3A
RPL22	RPL22L1
RPL22	RPL41
RPL22	SPDYE9P
RPL22	SPDYE14
RPL22	SNU13
RPL22	TPT1
RPL22	TEX48
RPL22	SECISBP2
RPL22	RPS4Y2
RPL22	RSRC1
RPL22	RPL36A-HNRNPH2
RPL22	SEC61G
RPL22	SRP19
RPL22	RPL7L1
RPL22	WDR31
RPL22	RPL39L
RPL22	SERBP1
RPL22	RPS10-NUDT3
RPL22	UBA52
RPL22	RPL39
RPL22	RPL26L1
RPL22	RPS28
RPL22	RPLP2
RPL22	RPL36A
RPL22	RPS17
RPL22	RPS5
RPL22	RPS4X
RPL22	RPS10
RPL22	RPLP0
RPL22	RPL28
RPL22	RPS29
RPL22	RPS7
RPL22	RPS25
RPL22	RPS15
RPL22	RPSA
RPL22	RPS16
RPL22	RPS27
RPL22	RPS26
RPL22	RPL30
RPL22	RPS20
RPL22	RPL23A
RPL22	RPL26
RPL22	RPS6
RPL22	RPS8
RPL22	RPL37A
RPL22	RPL24
RPL22	RPL9
RPL22	RPS24
RPL22	RPL6
RPL22	RPL36
RPL22	RPL7A
RPL22	RPL23
RPL22	RPS19
RPL22	RPL5
RPL22	RPS18
RPL22	RPL34
RPL22	RPS14
RPL22	RPS9
RPL22	RPL32
RPL22	RPL27
RPL22	RPS13
RPL22	RPL35A
RPL22	RPL31
RPL22L1	SEC61B
RPL22L1	RPS12
RPL22L1	RPS4Y1
RPL22L1	RSAD1
RPL22L1	RPL35
RPL22L1	RPL8
RPL22L1	RPL3L
RPL22L1	RPS11
RPL22L1	RPS27A
RPL22L1	RPL37
RPL22L1	RPS3
RPL22L1	RPL29
RPL22L1	RPS23
RPL22L1	SRP9
RPL22L1	RPL38
RPL22L1	RPL4
RPL22L1	SRP68
RPL22L1	RPS15A
RPL22L1	RPS27L
RPL22L1	RPL7
RPL22L1	RPS2
RPL22L1	RPS21
RPL22L1	RPL3
RPL22L1	RPL36AL
RPL22L1	RPL27A
RPL22L1	RPLP1
RPL22L1	RPS3A
RPL22L1	RPL41
RPL22L1	SRP19
RPL22L1	SEC61G
RPL22L1	SPDYE9P
RPL22L1	SPDYE14
RPL22L1	SNU13
RPL22L1	TEX48
RPL22L1	RPL36A-HNRNPH2
RPL22L1	SERBP1
RPL22L1	RPS4X
RPL22L1	RSRC1
RPL22L1	RPS4Y2
RPL22L1	RPL36A
RPL22L1	RPS10-NUDT3
RPL22L1	WDR31
RPL22L1	RPL39
RPL22L1	UBA52
RPL22L1	RPL7L1
RPL22L1	RPL39L
RPL22L1	RPS10
RPL22L1	RPS5
RPL22L1	RPL26L1
RPL22L1	RPLP0
RPL22L1	RPS16
RPL22L1	RPS27
RPL22L1	RPS26
RPL22L1	RPL26
RPL22L1	RPL7A
RPL22L1	RPLP2
RPL22L1	RPS17
RPL22L1	RPS7
RPL22L1	RPS14
RPL22L1	RPL23
RPL22L1	RPSA
RPL22L1	RPL5
RPL22L1	RPL28
RPL22L1	RPS28
RPL22L1	RPS6
RPL22L1	RPS18
RPL22L1	RPS20
RPL22L1	RPS15
RPL22L1	RPS29
RPL22L1	RPS25
RPL22L1	RPL24
RPL22L1	RPS13
RPL22L1	RPS19
RPL22L1	RPL36
RPL22L1	RPL23A
RPL22L1	RPL9
RPL22L1	RPL32
RPL22L1	RPS9
RPL22L1	RPL35A
RPL22L1	RPL34
RPL22L1	RPL27
RPL22L1	RPS8
RPL22L1	RPL37A
RPL22L1	RPL30
RPL22L1	RPL6
RPL22L1	RPL31
RPL22L1	RPS24
RPL23	SEC61B
RPL23	RPS12
RPL23	RPS4Y1
RPL23	RSAD1
RPL23	RPL35
RPL23	RPL8
RPL23	SRP14
RPL23	RPL3L
RPL23	RPS11
RPL23	RPS27A
RPL23	RPL37
RPL23	RPS3
RPL23	RPL29
RPL23	RPS23
RPL23	SRP9
RPL23	RPL38
RPL23	RPL4
RPL23	SRP68
RPL23	RPS15A
RPL23	RPS27L
RPL23	TUBB
RPL23	RPL7
RPL23	RPS2
RPL23	RPS21
RPL23	RPL3
RPL23	RPL36AL
RPL23	RPL27A
RPL23	RPLP1
RPL23	RPS3A
RPL23	WARS1
RPL23	RPS26
RPL23	RPL39
RPL23	RPL5
RPL23	SERBP1
RPL23	RPL7A
RPL23	RPS4X
RPL23	WDR31
RPL23	SECISBP2
RPL23	RPS16
RPL23	RPS6
RPL23	RPS9
RPL23	RPL24
RPL23	RPL34
RPL23	RPS29
RPL23	RPS8
RPL23	SNU13
RPL23	RPS14
RPL23	RPL36A-HNRNPH2
RPL23	RPL31
RPL23	UBA52
RPL23	SEC61G
RPL23	RPL23A
RPL23	RPSA
RPL23	RPL39L
RPL23	RPS18
RPL23	TMEM232
RPL23	RPL6
RPL23	RPL36A
RPL23	SUMO2
RPL23	RPS24
RPL23	RPL32
RPL23	RPL37A
RPL23	RPL7L1
RPL23	RPL41
RPL23	SPDYE9P
RPL23	SPDYE14
RPL23	SOD2
RPL23	SRP19
RPL23	TEX48
RPL23	RPS4Y2
RPL23	TPT1
RPL23	RSRC1
RPL23	RPS10-NUDT3
RPL23	RPL26L1
RPL23	RPL9
RPL23	RPL36
RPL23	RPS10
RPL23	RPS19
RPL23	RPS17
RPL23	RPL30
RPL23	RPS7
RPL23	RPS5
RPL23	RPS28
RPL23	RPS25
RPL23	RPS20
RPL23	RPS15
RPL23	RPL26
RPL23	RPS27
RPL23	RPL28
RPL23	RPL35A
RPL23	RPLP2
RPL23	RPL27
RPL23	RPLP0
RPL23	RPS13
RPL23A	SEC61B
RPL23A	RPS12
RPL23A	RPS4Y1
RPL23A	RSAD1
RPL23A	RPL35
RPL23A	RPL8
RPL23A	SRP14
RPL23A	RPL3L
RPL23A	RPS11
RPL23A	RPS27A
RPL23A	RPL37
RPL23A	SLC1A2
RPL23A	RPS3
RPL23A	RPL29
RPL23A	RPS23
RPL23A	SRP9
RPL23A	RPL38
RPL23A	RPL4
RPL23A	SRP68
RPL23A	RPS15A
RPL23A	RPS27L
RPL23A	TUBB
RPL23A	RPL7
RPL23A	RPS2
RPL23A	RPS21
RPL23A	RPL3
RPL23A	RPL36AL
RPL23A	RPL27A
RPL23A	RPLP1
RPL23A	RPS3A
RPL23A	WARS1
RPL23A	RPS26
RPL23A	RPL39
RPL23A	RPL5
RPL23A	SERBP1
RPL23A	RPL7A
RPL23A	RPS4X
RPL23A	WDR31
RPL23A	SECISBP2
RPL23A	RPS16
RPL23A	RPS6
RPL23A	RPS9
RPL23A	RPL24
RPL23A	RPL34
RPL23A	RPS29
RPL23A	RPS8
RPL23A	SNU13
RPL23A	RPS14
RPL23A	RPL36A-HNRNPH2
RPL23A	RPL31
RPL23A	UBA52
RPL23A	SEC61G
RPL23A	TMEM232
RPL23A	TIA1
RPL23A	UBE2E3
RPL23A	RPL41
RPL23A	SPDYE9P
RPL23A	SPDYE14
RPL23A	TPT1
RPL23A	TEX48
RPL23A	SRP19
RPL23A	RPS4Y2
RPL23A	RSRC1
RPL23A	RPL7L1
RPL23A	RPL39L
RPL23A	RPS10-NUDT3
RPL23A	RPL26L1
RPL23A	RPL36A
RPL23A	RPS17
RPL23A	RPL30
RPL23A	RPS7
RPL23A	RPS5
RPL23A	RPS28
RPL23A	RPS25
RPL23A	RPS20
RPL23A	RPS15
RPL23A	RPL37A
RPL23A	RPL26
RPL23A	RPS24
RPL23A	RPL9
RPL23A	RPL36
RPL23A	RPL6
RPL23A	RPS10
RPL23A	RPS19
RPL23A	RPSA
RPL23A	RPS18
RPL23A	RPLP2
RPL23A	RPL27
RPL23A	RPL32
RPL23A	RPLP0
RPL23A	RPS13
RPL23A	RPS27
RPL23A	RPL28
RPL23A	RPL35A
RPL24	SEC61B
RPL24	RPS12
RPL24	RPS4Y1
RPL24	RSAD1
RPL24	RPL35
RPL24	RPL8
RPL24	SRP14
RPL24	RPL3L
RPL24	RPS11
RPL24	RPS27A
RPL24	RPL37
RPL24	RPS3
RPL24	RPL29
RPL24	RPS23
RPL24	SRP9
RPL24	RPL38
RPL24	RPL4
RPL24	SRP68
RPL24	RPS15A
RPL24	RPS27L
RPL24	TUBB
RPL24	RPL7
RPL24	RPS2
RPL24	RPS21
RPL24	RPL3
RPL24	RPL36AL
RPL24	RPL27A
RPL24	RPLP1
RPL24	RPS3A
RPL24	RPS26
RPL24	RPL39
RPL24	RPL5
RPL24	SERBP1
RPL24	RPL7A
RPL24	RPS4X
RPL24	WDR31
RPL24	SECISBP2
RPL24	RPS16
RPL24	RPS6
RPL24	RPS9
RPL24	TMEM232
RPL24	SPDYE9P
RPL24	SPDYE14
RPL24	SNU13
RPL24	SEC61G
RPL24	SRP19
RPL24	TPT1
RPL24	TEX48
RPL24	RSRC1
RPL24	RPL36A-HNRNPH2
RPL24	RPL41
RPL24	RPS4Y2
RPL24	RPL39L
RPL24	RPL7L1
RPL24	RPS10-NUDT3
RPL24	RPL26L1
RPL24	UBA52
RPL24	RPL26
RPL24	RPS8
RPL24	RPS15
RPL24	RPL37A
RPL24	RPS20
RPL24	RPS25
RPL24	RPS5
RPL24	RPS28
RPL24	RPS7
RPL24	RPL30
RPL24	RPS17
RPL24	RPL34
RPL24	RPS18
RPL24	RPSA
RPL24	RPS19
RPL24	RPL6
RPL24	RPL36
RPL24	RPS10
RPL24	RPL9
RPL24	RPS24
RPL24	RPS13
RPL24	RPLP0
RPL24	RPL32
RPL24	RPL36A
RPL24	RPL27
RPL24	RPS14
RPL24	RPLP2
RPL24	RPS29
RPL24	RPL35A
RPL24	RPL28
RPL24	RPS27
RPL24	RPL31
RPL26	SEC61B
RPL26	RPS12
RPL26	RPS4Y1
RPL26	RSAD1
RPL26	RPL35
RPL26	RPL8
RPL26	SRP14
RPL26	RPL3L
RPL26	RPS11
RPL26	RPS27A
RPL26	RPL37
RPL26	RPS3
RPL26	RPL29
RPL26	RPS23
RPL26	SRP9
RPL26	RPL38
RPL26	RPL4
RPL26	SRP68
RPL26	RPS15A
RPL26	RPS27L
RPL26	TUBB
RPL26	RPL7
RPL26	RPS2
RPL26	RPS21
RPL26	RPL3
RPL26	RPL36AL
RPL26	RPL27A
RPL26	RPLP1
RPL26	RPS3A
RPL26	RPS26
RPL26	RPL39
RPL26	RPL5
RPL26	SERBP1
RPL26	RPL7A
RPL26	RPS4X
RPL26	WDR31
RPL26	SECISBP2
RPL26	RPS16
RPL26	RPS6
RPL26	RPS9
RPL26	RPL34
RPL26	RPS29
RPL26	RPS8
RPL26	SNU13
RPL26	RPS14
RPL26	RPL36A-HNRNPH2
RPL26	RPL31
RPL26	UBA52
RPL26	SEC61G
RPL26	RPSA
RPL26	RPL39L
RPL26	RPS18
RPL26	RPL6
RPL26	RPL36A
RPL26	RPS24
RPL26	RPL32
RPL26	RPL37A
RPL26	RPL7L1
RPL26	SRP19
RPL26	RPL30
RPL26	RPL26L1
RPL26	RPS20
RPL26	RPLP2
RPL26	RPS25
RPL26	RPS13
RPL26	SOD2
RPL26	RPL41
RPL26	RPLP0
RPL26	RPL28
RPL26	RTTN
RPL26	SPDYE9P
RPL26	SPDYE14
RPL26	TEX48
RPL26	RPS4Y2
RPL26	TPT1
RPL26	RSRC1
RPL26	RPS10-NUDT3
RPL26	RPS17
RPL26	RPS27
RPL26	RPS15
RPL26	RPS7
RPL26	RPS5
RPL26	RPS28
RPL26	RPS19
RPL26	RPL36
RPL26	RPS10
RPL26	RPL9
RPL26	RPL27
RPL26	RPL35A
RPL26L1	SEC61B
RPL26L1	RPS12
RPL26L1	RPS4Y1
RPL26L1	RSAD1
RPL26L1	RPL35
RPL26L1	RPL8
RPL26L1	SRP14
RPL26L1	RPL3L
RPL26L1	RPS11
RPL26L1	RPS27A
RPL26L1	RPL37
RPL26L1	RPS3
RPL26L1	RPL29
RPL26L1	RPS23
RPL26L1	SRP9
RPL26L1	RPL38
RPL26L1	RPL4
RPL26L1	SRP68
RPL26L1	RPS15A
RPL26L1	RPS27L
RPL26L1	RPL7
RPL26L1	RPS2
RPL26L1	RPS21
RPL26L1	RPL3
RPL26L1	RPL36AL
RPL26L1	RPL27A
RPL26L1	RPLP1
RPL26L1	RPS3A
RPL26L1	RPS26
RPL26L1	RPL39
RPL26L1	RPL5
RPL26L1	SERBP1
RPL26L1	RPL7A
RPL26L1	RPS4X
RPL26L1	WDR31
RPL26L1	RPS16
RPL26L1	RPS6
RPL26L1	RPS9
RPL26L1	RPL34
RPL26L1	RPS29
RPL26L1	RPS8
RPL26L1	SNU13
RPL26L1	RPS14
RPL26L1	RPL36A-HNRNPH2
RPL26L1	RPL31
RPL26L1	UBA52
RPL26L1	SEC61G
RPL26L1	RPSA
RPL26L1	RPL39L
RPL26L1	RPS18
RPL26L1	RPL6
RPL26L1	RPL36A
RPL26L1	RPS24
RPL26L1	RPL32
RPL26L1	RPL37A
RPL26L1	RPL7L1
RPL26L1	SRP19
RPL26L1	RPL30
RPL26L1	SOD2
RPL26L1	RPL41
RPL26L1	SPDYE14
RPL26L1	SPDYE9P
RPL26L1	TEX48
RPL26L1	TPT1
RPL26L1	RPS4Y2
RPL26L1	RSRC1
RPL26L1	RPLP2
RPL26L1	RPS27
RPL26L1	RPS10-NUDT3
RPL26L1	RPS10
RPL26L1	RPS25
RPL26L1	RPS17
RPL26L1	RPL35A
RPL26L1	RPS28
RPL26L1	RPS19
RPL26L1	RPL9
RPL26L1	RPS13
RPL26L1	RPLP0
RPL26L1	RPL28
RPL26L1	RPS7
RPL26L1	RPS5
RPL26L1	RPS15
RPL26L1	RPS20
RPL26L1	RPL36
RPL26L1	RPL27
RPL27	SEC61B
RPL27	RPS12
RPL27	RPS4Y1
RPL27	RSAD1
RPL27	RPL35
RPL27	RPL8
RPL27	SRP14
RPL27	RPL3L
RPL27	RPS11
RPL27	RPS27A
RPL27	RPL37
RPL27	RPS3
RPL27	RPL29
RPL27	RPS23
RPL27	SRP9
RPL27	RPL38
RPL27	RPL4
RPL27	SRP68
RPL27	RPS15A
RPL27	RPS27L
RPL27	TUBB
RPL27	RPL7
RPL27	RPS2
RPL27	RPS21
RPL27	RPL3
RPL27	RPL36AL
RPL27	RPL27A
RPL27	RPLP1
RPL27	RPS3A
RPL27	RPS26
RPL27	RPL39
RPL27	RPL5
RPL27	SERBP1
RPL27	RPL7A
RPL27	RPS4X
RPL27	WDR31
RPL27	SECISBP2
RPL27	RPS16
RPL27	RPS6
RPL27	RPS9
RPL27	RPL34
RPL27	RPS29
RPL27	RPS8
RPL27	SNU13
RPL27	RPS14
RPL27	RPL36A-HNRNPH2
RPL27	RPL31
RPL27	UBA52
RPL27	SEC61G
RPL27	RPSA
RPL27	RPL39L
RPL27	RPS18
RPL27	RPL6
RPL27	RPL36A
RPL27	RPS24
RPL27	RPL32
RPL27	RPL37A
RPL27	RPL7L1
RPL27	SRP19
RPL27	RPL30
RPL27	RPS20
RPL27	RPLP2
RPL27	RPS25
RPL27	RPS13
RPL27	RPL41
RPL27	RPLP0
RPL27	RPL28
RPL27	RPL36
RPL27	RTTN
RPL27	SPDYE9P
RPL27	SPDYE14
RPL27	TEX48
RPL27	TPT1
RPL27	RSRC1
RPL27	RPS4Y2
RPL27	RPS10-NUDT3
RPL27	RPL9
RPL27	RPS10
RPL27	RPS19
RPL27	RPS17
RPL27	RPS7
RPL27	RPS28
RPL27	RPS5
RPL27	RPS15
RPL27	RPS27
RPL27	RPL35A
RPL27A	SEC61B
RPL27A	RPS12
RPL27A	TMSB10
RPL27A	RPS4Y1
RPL27A	RSAD1
RPL27A	RPL35
RPL27A	RPL8
RPL27A	SRP14
RPL27A	RPL3L
RPL27A	RPS11
RPL27A	RPS27A
RPL27A	RPL37
RPL27A	RPS3
RPL27A	RPL29
RPL27A	RPS23
RPL27A	SRP9
RPL27A	RPL38
RPL27A	RPL4
RPL27A	SRP68
RPL27A	RPS15A
RPL27A	RPS27L
RPL27A	TUBB
RPL27A	RPL7
RPL27A	RPS2
RPL27A	RPS21
RPL27A	RPL3
RPL27A	RPL36AL
RPL27A	TMEM232
RPL27A	RTTN
RPL27A	TEX48
RPL27A	SNU13
RPL27A	RPL41
RPL27A	SPDYE14
RPL27A	SPDYE9P
RPL27A	SECISBP2
RPL27A	SEC61G
RPL27A	SRP19
RPL27A	TPT1
RPL27A	RPS4Y2
RPL27A	RPL36A-HNRNPH2
RPL27A	WDR31
RPL27A	RSRC1
RPL27A	RPL7L1
RPL27A	RPL39L
RPL27A	SERBP1
RPL27A	RPS10-NUDT3
RPL27A	RPL39
RPL27A	RPL36A
RPL27A	RPL35A
RPL27A	RPS27
RPL27A	RPL28
RPL27A	RPL31
RPL27A	RPS26
RPL27A	RPS29
RPL27A	RPLP2
RPL27A	RPS14
RPL27A	RPS9
RPL27A	RPL32
RPL27A	RPLP0
RPL27A	RPS13
RPL27A	RPS3A
RPL27A	RPL9
RPL27A	RPS24
RPL27A	RPL36
RPL27A	RPL6
RPL27A	RPL7A
RPL27A	RPS10
RPL27A	RPSA
RPL27A	RPS19
RPL27A	RPL5
RPL27A	RPS16
RPL27A	RPS18
RPL27A	RPL34
RPL27A	RPS17
RPL27A	RPL30
RPL27A	RPS5
RPL27A	RPS28
RPL27A	RPS7
RPL27A	RPS4X
RPL27A	RPLP1
RPL27A	RPS20
RPL27A	RPS25
RPL27A	RPS6
RPL27A	UBA52
RPL27A	RPS15
RPL27A	RPS8
RPL27A	RPL37A
RPL28	SEC61B
RPL28	RPS12
RPL28	RPS4Y1
RPL28	RSAD1
RPL28	RPL35
RPL28	RPL8
RPL28	SRP14
RPL28	RPL3L
RPL28	RPS11
RPL28	RPS27A
RPL28	RPL37
RPL28	RPS3
RPL28	RPL29
RPL28	RPS23
RPL28	SRP9
RPL28	RPL38
RPL28	RPL4
RPL28	SRP68
RPL28	RPS15A
RPL28	RPS27L
RPL28	TUBB
RPL28	RPL7
RPL28	RPS2
RPL28	RPS21
RPL28	RPL3
RPL28	RPL36AL
RPL28	RPLP1
RPL28	RPS3A
RPL28	RPS26
RPL28	RPL39
RPL28	RPL5
RPL28	SERBP1
RPL28	RPL7A
RPL28	RPS4X
RPL28	WDR31
RPL28	SECISBP2
RPL28	RPS16
RPL28	RPS6
RPL28	RPS9
RPL28	RPL34
RPL28	RPS29
RPL28	RPS8
RPL28	SNU13
RPL28	RPS14
RPL28	RPL36A-HNRNPH2
RPL28	RPL31
RPL28	UBA52
RPL28	SEC61G
RPL28	RPSA
RPL28	RPL39L
RPL28	RPS18
RPL28	TMEM232
RPL28	RPL6
RPL28	RPL36A
RPL28	RPS24
RPL28	RPL32
RPL28	RPL37A
RPL28	RPL7L1
RPL28	SRP19
RPL28	RPL30
RPL28	RPS20
RPL28	RPLP2
RPL28	RPS25
RPL28	RPS13
RPL28	RPLP0
RPL28	RTTN
RPL28	SPDYE14
RPL28	SPDYE9P
RPL28	TPT1
RPL28	RSRC1
RPL28	TEX48
RPL28	RPS4Y2
RPL28	RPS10-NUDT3
RPL28	RPS27
RPL28	RPL35A
RPL28	RPS19
RPL28	RPL9
RPL28	RPS10
RPL28	RPL36
RPL28	RPS15
RPL28	RPS17
RPL28	RPS7
RPL28	RPS28
RPL28	RPS5
RPL29	SEC61B
RPL29	RPS12
RPL29	RPS4Y1
RPL29	RSAD1
RPL29	RPL35
RPL29	RPL8
RPL29	SRP14
RPL29	RPL3L
RPL29	RPS11
RPL29	RPS27A
RPL29	RPL37
RPL29	RPS3
RPL29	TMEM232
RPL29	SLC25A6
RPL29	SPDYE9P
RPL29	SPDYE14
RPL29	SNU13
RPL29	SECISBP2
RPL29	TUBB
RPL29	TPT1
RPL29	RPL41
RPL29	TEX48
RPL29	SRP9
RPL29	SRP68
RPL29	SRP19
RPL29	SEC61G
RPL29	RPS4Y2
RPL29	WDR31
RPL29	RPL36A-HNRNPH2
RPL29	RPL7L1
RPL29	RSRC1
RPL29	RPS27L
RPL29	RPL39L
RPL29	SERBP1
RPL29	RPS10-NUDT3
RPL29	RPL36AL
RPL29	RPL36A
RPL29	RPS4X
RPL29	RPL39
RPL29	RPS15A
RPL29	RPS16
RPL29	RPL5
RPL29	RPL34
RPL29	RPS18
RPL29	RPS19
RPL29	RPSA
RPL29	RPL6
RPL29	RPL36
RPL29	RPS10
RPL29	RPL7A
RPL29	RPS24
RPL29	RPS21
RPL29	RPL9
RPL29	RPL7
RPL29	RPS8
RPL29	RPS2
RPL29	RPS15
RPL29	RPL37A
RPL29	RPS6
RPL29	UBA52
RPL29	RPS25
RPL29	RPS20
RPL29	RPL4
RPL29	RPS7
RPL29	RPLP1
RPL29	RPS5
RPL29	RPS28
RPL29	RPL30
RPL29	RPS17
RPL29	RPS29
RPL29	RPS26
RPL29	RPS27
RPL29	RPL3
RPL29	RPL31
RPL29	RPL35A
RPL29	RPS3A
RPL29	RPS13
RPL29	RPL32
RPL29	RPLP0
RPL29	RPS9
RPL29	RPL38
RPL29	RPS23
RPL29	RPS14
RPL29	RPLP2
RPL3	SEC61B
RPL3	RPS12
RPL3	TMSB10
RPL3	RPS4Y1
RPL3	RSAD1
RPL3	RPL35
RPL3	RPL8
RPL3	SRP14
RPL3	RPL3L
RPL3	RPS11
RPL3	RPS27A
RPL3	RPL37
RPL3	RPS3
RPL3	RPS23
RPL3	SRP9
RPL3	RPL38
RPL3	RPL4
RPL3	SRP68
RPL3	RPS15A
RPL3	RPS27L
RPL3	TUBB
RPL3	RPL7
RPL3	RPS2
RPL3	RPS21
RPL3	RTTN
RPL3	SUMO2
RPL3	TUBA1A
RPL3	SLC25A6
RPL3	SOD2
RPL3	SPDYE14
RPL3	SPDYE9P
RPL3	RPL41
RPL3	SNU13
RPL3	TPT1
RPL3	TEX48
RPL3	SECISBP2
RPL3	RPL36A-HNRNPH2
RPL3	SEC61G
RPL3	RPS4Y2
RPL3	WDR31
RPL3	SRP19
RPL3	RSRC1
RPL3	RPL39L
RPL3	RPL7L1
RPL3	RPL36A
RPL3	RPS10-NUDT3
RPL3	SERBP1
RPL3	RPL36AL
RPL3	RPL39
RPL3	UBA52
RPL3	RPS27
RPL3	RPS4X
RPL3	RPS29
RPL3	RPS10
RPL3	RPS17
RPL3	RPS26
RPL3	RPL31
RPL3	RPL35A
RPL3	RPLP0
RPL3	RPL32
RPL3	RPS13
RPL3	RPS3A
RPL3	RPS14
RPL3	RPLP2
RPL3	RPS9
RPL3	RPS19
RPL3	RPSA
RPL3	RPL34
RPL3	RPS18
RPL3	RPL5
RPL3	RPS16
RPL3	RPS24
RPL3	RPL9
RPL3	RPL7A
RPL3	RPL36
RPL3	RPL6
RPL3	RPS25
RPL3	RPS20
RPL3	RPL37A
RPL3	RPS15
RPL3	RPS8
RPL3	RPS6
RPL3	RPL30
RPL3	RPLP1
RPL3	RPS7
RPL3	RPS28
RPL3	RPS5
RPL30	SEC61B
RPL30	RPS12
RPL30	RPS4Y1
RPL30	RSAD1
RPL30	RPL35
RPL30	RPL8
RPL30	SRP14
RPL30	RPL3L
RPL30	RPS11
RPL30	RPS27A
RPL30	RPL37
RPL30	RPS3
RPL30	RPS23
RPL30	SRP9
RPL30	RPL38
RPL30	RPL4
RPL30	SRP68
RPL30	RPS15A
RPL30	RPS27L
RPL30	TUBB
RPL30	RPL7
RPL30	RPS2
RPL30	RPS21
RPL30	RPL36AL
RPL30	RPLP1
RPL30	RPS3A
RPL30	RPS26
RPL30	RPL39
RPL30	RPL5
RPL30	SERBP1
RPL30	RPL7A
RPL30	RPS4X
RPL30	WDR31
RPL30	SECISBP2
RPL30	RPS16
RPL30	RPS6
RPL30	RPS9
RPL30	RPL34
RPL30	YWHAZ
RPL30	RPS29
RPL30	RPS8
RPL30	SNU13
RPL30	RPS14
RPL30	RPL36A-HNRNPH2
RPL30	RPL31
RPL30	UBA52
RPL30	SEC61G
RPL30	RPSA
RPL30	RPL39L
RPL30	RPS18
RPL30	TMEM232
RPL30	RPL6
RPL30	RPL36A
RPL30	RPS24
RPL30	RPL32
RPL30	RPL37A
RPL30	RPL7L1
RPL30	SRP19
RPL30	RTTN
RPL30	SPDYE9P
RPL30	SPDYE14
RPL30	TEX48
RPL30	RSRC1
RPL30	RPS4Y2
RPL30	TPT1
RPL30	RPL41
RPL30	RPS10-NUDT3
RPL30	RPS19
RPL30	RPL9
RPL30	RPL36
RPL30	RPS10
RPL30	RPS25
RPL30	RPS20
RPL30	RPS15
RPL30	RPS17
RPL30	RPS7
RPL30	RPS5
RPL30	RPS28
RPL30	RPS27
RPL30	RPL35A
RPL30	RPLP0
RPL30	RPS13
RPL30	RPLP2
RPL31	SEC61B
RPL31	RPS12
RPL31	RPS4Y1
RPL31	RSAD1
RPL31	SRSF1
RPL31	RPL35
RPL31	RPL8
RPL31	SRP14
RPL31	RPL3L
RPL31	RPS11
RPL31	RPS27A
RPL31	RPL37
RPL31	RPS3
RPL31	RPS23
RPL31	SRP9
RPL31	RPL38
RPL31	RPL4
RPL31	SRP68
RPL31	RPS15A
RPL31	RPS27L
RPL31	TUBB
RPL31	RPL7
RPL31	RPS2
RPL31	RPS21
RPL31	RPL36AL
RPL31	RPLP1
RPL31	RPS3A
RPL31	RPS26
RPL31	RPL39
RPL31	RPL5
RPL31	SERBP1
RPL31	RPL7A
RPL31	RPS4X
RPL31	WDR31
RPL31	SECISBP2
RPL31	RPS16
RPL31	RPS6
RPL31	RPS9
RPL31	RPL34
RPL31	RPS29
RPL31	RPS8
RPL31	SNU13
RPL31	RPS14
RPL31	RPL36A-HNRNPH2
RPL31	TMEM232
RPL31	RTTN
RPL31	SPDYE14
RPL31	SPDYE9P
RPL31	SRP19
RPL31	TEX48
RPL31	RPS4Y2
RPL31	TPT1
RPL31	RSRC1
RPL31	SEC61G
RPL31	RPL41
RPL31	RPL7L1
RPL31	RPL39L
RPL31	RPS10-NUDT3
RPL31	RPLP2
RPL31	RPLP0
RPL31	RPL32
RPL31	RPL36A
RPL31	RPS13
RPL31	RPL35A
RPL31	RPS27
RPL31	RPS17
RPL31	RPS28
RPL31	RPS5
RPL31	RPS7
RPL31	RPS20
RPL31	RPS25
RPL31	UBA52
RPL31	RPL37A
RPL31	RPS15
RPL31	RPL9
RPL31	RPS24
RPL31	RPS10
RPL31	RPL6
RPL31	RPL36
RPL31	RPSA
RPL31	RPS19
RPL31	RPS18
RPL32	SEC61B
RPL32	RPS12
RPL32	RPS4Y1
RPL32	RSAD1
RPL32	RPL35
RPL32	RPL8
RPL32	SRP14
RPL32	RPL3L
RPL32	RPS11
RPL32	RPS27A
RPL32	RPL37
RPL32	SLC1A2
RPL32	RPS3
RPL32	RPS23
RPL32	SRP9
RPL32	RPL38
RPL32	RPL4
RPL32	SRP68
RPL32	RPS15A
RPL32	RPS27L
RPL32	TUBB
RPL32	RPL7
RPL32	RPS2
RPL32	RPS21
RPL32	RPL36AL
RPL32	RPLP1
RPL32	RPS3A
RPL32	RPS26
RPL32	SPTBN1
RPL32	RPL39
RPL32	RPL5
RPL32	SERBP1
RPL32	RPL7A
RPL32	RPS4X
RPL32	WDR31
RPL32	SECISBP2
RPL32	RPS16
RPL32	RPS6
RPL32	RPS9
RPL32	RPL34
RPL32	YWHAZ
RPL32	RPS29
RPL32	RPS8
RPL32	SNU13
RPL32	RPS14
RPL32	RPL36A-HNRNPH2
RPL32	UBA52
RPL32	SEC61G
RPL32	RPSA
RPL32	RPL39L
RPL32	RPS18
RPL32	RPL6
RPL32	RPL36A
RPL32	RPS24
RPL32	SPDYE9P
RPL32	SPDYE14
RPL32	TEX48
RPL32	RSRC1
RPL32	SRP19
RPL32	RPS4Y2
