Source	Target
CXorf66	RPLP1
CXorf66	RPS3A
CXorf66	RPL22L1
CXorf66	RPL22
CXorf66	RPS26
CXorf66	MT-ATP6
CXorf66	RPL12
CXorf66	HMGN2
CXorf66	RPL39
CXorf66	GAGE2A
CXorf66	EIF3A
CXorf66	RPL5
CXorf66	KCNQ3
CXorf66	KCNB2
CXorf66	KDM6A
CXorf66	ENO2
CXorf66	IFRD2
CXorf66	SOD2
CXorf66	NACA2
CXorf66	NACA
CXorf66	SNU13
CXorf66	GAGE12J
CXorf66	GAGE2E
CXorf66	GAGE1
CXorf66	GAGE12F
CXorf66	GAGE13
CXorf66	GAGE12H
CXorf66	GAGE12D
CXorf66	GAGE12C
CXorf66	GAGE12G
CXorf66	GAGE10
CXorf66	GAGE12E
CXorf66	RPL32
CXorf66	EEF1B2
CXorf66	ENSP00000498801
CXorf66	SPDYE9P
CXorf66	SPDYE14
CXorf66	H3BN98_HUMAN
CXorf66	ENSP00000499200
CXorf66	TEX48
CXorf66	SELENOP
CXorf66	HABP4
CXorf66	SERBP1
CXorf66	TPT1
CXorf66	HMGN1
CXorf66	MRPS14
CXorf66	NSA2
CXorf66	EIF5AL1
CXorf66	RPS27
CXorf66	RPL36A-HNRNPH2
CXorf66	RPL36A
CXorf66	RPS4Y2
CXorf66	RPS4X
CXorf66	RPL7L1
CXorf66	NPSR1
CXorf66	RPS5
CXorf66	H3BNC9_HUMAN
CXorf66	WDR31
CXorf66	RACK1
CXorf66	RPS10
CXorf66	RPS10-NUDT3
CXorf66	RPL39L
CXorf66	RPS29
CXorf66	RPL10
CXorf66	RPL6
CXorf66	RPS13
CXorf66	RPL10A
CXorf66	IFI35
CXorf66	RPL27
CXorf66	RPL7A
CXorf66	DOCK4
CXorf66	RPL26L1
CXorf66	RPL26
CXorf66	RPL9
CXorf66	RSRC1
CXorf66	RPL17
CXorf66	RPL17-C18orf32
CXorf66	RPL13A
CXorf66	RPS14
CXorf66	RPLP2
CXorf66	RPS17
CXorf66	RPL31
CXorf66	RPL23A
CXorf66	RPL36
CXorf66	RPS20
CXorf66	RPL24
CXorf66	RPL35A
CXorf66	RPL34
CXorf66	RPL37A
CXorf66	RPS19
CXorf66	RPL28
CXorf66	RPL14
CXorf66	RPL18
CXorf66	RPS24
CXorf66	RPS16
CXorf66	RPL23
CXorf66	RPS28
CXorf66	RPS6
CXorf66	RPS15
CXorf66	RPS18
CXorf66	RPS7
CXorf66	UBA52
CXorf66	RPS8
CXorf66	RPS25
CXorf66	RPL11
CXorf66	RPL30
CXorf66	RPS9
CXorf66	RPLP0
CXorf66	FAU
CYBA	SOD2
CYBA	GAPDH
CYBA	RUBCN
CYBA	RAC1
CYBA	MT-CYB
CYBA	RAP1A
CYP4V2	FAM149A
CYP4V2	MSMO1
CYP51A1	EEF2
CYP51A1	HSP90AB1
CYP51A1	HSP90AA1
CYP51A1	RDH11
CYP51A1	MT-CYB
CYP51A1	SCD
CYP51A1	MSMO1
CYTH3	DLG4
CYTH3	MAGI2
CYTH3	IFI35
CYTH3	RACK1
CYTH3	FRMD4A
CYTH3	FRMD4B
DAB1	NCK2
DAB1	SAMD12
DAB1	SH3KBP1
DAPL1	RPL18A
DAPL1	RPL19
DAPL1	RPS12
DAPL1	RPS4Y1
DAPL1	RSAD1
DAPL1	RPL35
DAPL1	RPL8
DAPL1	RPL3L
DAPL1	RPS11
DAPL1	RPL37
DAPL1	RPS3
DAPL1	MRNIP
DAPL1	RPL29
DAPL1	EIF5A2
DAPL1	RPS23
DAPL1	RPL10L
DAPL1	MED1
DAPL1	RPL13
DAPL1	EEF2
DAPL1	RPL15
DAPL1	ENSP00000498801
DAPL1	SPDYE9P
DAPL1	SPDYE14
DAPL1	ENSP00000499200
DAPL1	SNU13
DAPL1	RSRC1
DAPL1	TEX48
DAPL1	RPL27A
DAPL1	RPL35A
DAPL1	RPS20
DAPL1	EIF5AL1
DAPL1	MRPS14
DAPL1	RPL36AL
DAPL1	H3BN98_HUMAN
DAPL1	RPS4Y2
DAPL1	NPSR1
DAPL1	RPL36A
DAPL1	EIF5A
DAPL1	RPS15A
DAPL1	RPS4X
DAPL1	RPL36A-HNRNPH2
DAPL1	WDR31
DAPL1	SERBP1
DAPL1	RPL22
DAPL1	RPL22L1
DAPL1	RPL7L1
DAPL1	RPL10
DAPL1	RPL39L
DAPL1	RPS27L
DAPL1	RPL7
DAPL1	RPL3
DAPL1	DOCK4
DAPL1	RPS27
DAPL1	RPS10
DAPL1	RPL17
DAPL1	RPS10-NUDT3
DAPL1	RPS14
DAPL1	IFI35
DAPL1	RPL17-C18orf32
DAPL1	RPL13A
DAPL1	RPL39
DAPL1	RPL26
DAPL1	RPL26L1
DAPL1	RACK1
DAPL1	RPS16
DAPL1	HABP4
DAPL1	UBA52
DAPL1	RPS26
DAPL1	RPL23
DAPL1	RPS19
DAPL1	RPSA
DAPL1	RPS18
DAPL1	RPL14
DAPL1	RPL21
DAPL1	RPS29
DAPL1	RPS24
DAPL1	H3BNC9_HUMAN
DAPL1	RPS21
DAPL1	RPL18
DAPL1	RPL9
DAPL1	RPL31
DAPL1	RPL28
DAPL1	RPL7A
DAPL1	RPL6
DAPL1	RPL36
DAPL1	RPL27
DAPL1	RPS25
DAPL1	RPL23A
DAPL1	RPL32
DAPL1	RPS3A
DAPL1	RPL37A
DAPL1	RPS13
DAPL1	RPL24
DAPL1	RPS8
DAPL1	RPS2
DAPL1	RPS6
DAPL1	RPL30
DAPL1	RPS9
DAPL1	RPL4
DAPL1	RPS7
DAPL1	RPS28
DAPL1	RPL38
DAPL1	RPS5
DAPL1	RPL11
DAPL1	RPL5
DAPL1	RPS15
DAPL1	RPL34
DAPL1	FAU
DCAF8	NEDD8
DCC	RASA1
DCC	TRIO
DCC	RAC1
DCC	RPL5
DCC	PTPRD
DCC	DSCAM
DCC	UNC5D
DCC	ROBO2
DCC	ROBO1
DCC	UNC5C
DCTN1	RANBP9
DCTN1	EXOC4
DCTN1	FUS
DCTN1	GALNT1
DCTN1	NPM1
DCTN1	DCTN5
DCTN1	KIF5B
DCTN1	DST
DCTN1	TMEM108
DCTN1	TRAK1
DCTN1	HSP90AA1
DCTN1	EEF1A1
DCTN1	HNRNPA1
DCTN1	DYNC1H1
DCTN1	HNRNPH1
DCTN1	NR3C2
DCTN1	MSN
DCTN1	TPPP
DCTN1	GALNT2
DCTN1	GABARAPL1
DCTN1	KIF1A
DCTN1	HSP90AB1
DCTN1	MATR3
DCTN1	DISC1
DCTN1	KIF5C
DCTN1	RAB3IP
DCTN1	KIF5A
DCTN5	GALNT1
DCTN5	NR3C2
DCTN5	TPPP
DCTN5	HSP90AA1
DCTN5	HSP90AB1
DCTN5	GALNT2
DCTN5	KIF5A
DCTN5	KIF5B
DCTN5	DISC1
DCTN5	DYNC1H1
DDHD1	GAD1
DDHD1	KIF5A
DDHD1	KIF1A
DDX17	SKP1
DDX17	NKTR
DDX17	RBM39
DDX17	FUS
DDX17	SRSF1
DDX17	RBM25
DDX17	SMAD2
DDX17	XPO5
DDX17	RPL3L
DDX17	MBNL1
DDX17	EIF5B
DDX17	HSP90B1
DDX17	SRRM2
DDX17	FOS
DDX17	EEF2
DDX17	RPL15
DDX17	NRIP1
DDX17	PRPF4B
DDX17	NFAT5
DDX17	EEF1A1
DDX17	RPL7
DDX17	HNRNPA1
DDX17	RBM5
DDX17	RPL3
DDX17	HNRNPA2B1
DDX17	HNRNPH1
DDX17	SFPQ
DDX17	HNRNPK
DDX17	SF1
DDX17	RPS6
DDX17	NPSR1
DDX17	HNRNPA3
DDX17	LUC7L3
DDX17	MATR3
DDX17	GAPDH
DDX17	ZFP36
DDX17	RPL7L1
DDX17	PUM3
DDX17	NCOA1
DDX17	NCOA2
DDX17	EIF4G2
DDX17	NSA2
DDX17	SUMO2
DDX17	DDX24
DDX17	HNRNPDL
DDX17	HNRNPU
DDX17	SNRNP70
DDX17	EWSR1
DDX24	RPL18A
DDX24	RPL19
DDX24	RPL8
DDX24	RPL3L
DDX24	NPM1
DDX24	RPL15
DDX24	RPL4
DDX24	NCL
DDX24	RPL7
DDX24	RPL3
DDX24	SERBP1
DDX24	HABP4
DDX24	NPSR1
DDX24	RPL13A
DDX24	MATR3
DDX24	RPL14
DDX24	PUM3
DDX24	SNU13
DDX24	RPL23A
DDX24	RPL6
DDX24	RPL37A
DDX24	RPL7L1
DDX24	RPL30
DDX24	RPL26L1
DDX24	RPL18
DDX24	RPLP0
DDX24	RPL11
DDX24	NSA2
DENND1A	DENND4A
DENND1A	PICALM
DENND1A	GDI1
DENND4A	YWHAH
DENND4A	HACD3
DENND4A	RAB10
DENND4A	RAP1GDS1
DENND4A	YWHAB
DENND4A	GDI1
DGKB	KCNQ1
DGKB	JAZF1
DGKB	ZFAND3
DGKB	GPD2
DGKB	PLCB1
DGKB	GLIS3
DHFR	HSPE1
DHFR	SBF2
DHFR	MAT2A
DHFR	GLUL
DHFR	MSRA
DHFR	HSP90AA1
DHFR	EEF1A1
DHFR	MT-CYB
DHFR	DPYD
DHFR	LY86
DHFR	GAPDH
DHFR	SOD2
DHFR	GPI
DHFR	TXNRD1
DHFR	MTHFD1L
DIAPH2	SKP1
DIAPH2	RHOB
DIAPH2	PARD3
DIAPH2	TNK2
DIAPH2	IDS
DISC1	NEFM
DISC1	SKP1
DISC1	EXOC4
DISC1	NRGN
DISC1	NRG1
DISC1	KIF5B
DISC1	TNS2
DISC1	TRAK1
DISC1	TRIO
DISC1	ERBB4
DISC1	MAP4K4
DISC1	PDE4D
DISC1	NPAS3
DISC1	DYNC1H1
DISC1	SPTBN1
DISC1	GAD1
DISC1	DMD
DISC1	OLFM1
DISC1	MATR3
DISC1	YWHAZ
DISC1	GRIP1
DISC1	FOXP2
DISC1	KIF5C
DISC1	KIF5A
DISC1	HNRNPU
DISC1	KIF1A
DISC1	RACK1
DISC1	DLG4
DISC1	SPTAN1
DLG2	SLC17A7
DLG2	SNAP25
DLG2	SYT1
DLG2	RASA1
DLG2	LRRC4C
DLG2	GRID2
DLG2	NRG1
DLG2	SYN1
DLG2	GRIA2
DLG2	GALNT10
DLG2	MAP1A
DLG2	DLGAP1
DLG2	KCND2
DLG2	ERBB4
DLG2	SPTBN1
DLG2	SMURF1
DLG2	GRIN1
DLG2	PARD3
DLG2	LRP1B
DLG2	KCNAB2
DLG2	SCN2A
DLG2	GALNT13
DLG2	PARD3B
DLG2	SPTAN1
DLG2	DSCAM
DLG2	GPHN
DLG2	NLGN1
DLG2	DLG4
DLG4	SLC17A7
DLG4	GFAP
DLG4	EXOC4
DLG4	FUS
DLG4	SNAP25
DLG4	SYT1
DLG4	PHLPP1
DLG4	TANC1
DLG4	SLC1A3
DLG4	RHOB
DLG4	RASA1
DLG4	LRRC4C
DLG4	SLC1A2
DLG4	GRID2
DLG4	THY1
DLG4	KCNMA1
DLG4	TIAM1
DLG4	NRG1
DLG4	SYN1
DLG4	GRIA2
DLG4	MAP1B
DLG4	MAP1A
DLG4	FOS
DLG4	GLUL
DLG4	EEF2
DLG4	DLGAP1
DLG4	KCND2
DLG4	ERBB4
DLG4	MAGI2
DLG4	RAC1
DLG4	GAD1
DLG4	MSN
DLG4	MAP2
DLG4	PRKN
DLG4	GRIN1
DLG4	NRG3
DLG4	STXBP1
DLG4	KCNAB2
DLG4	IL1RAPL1
DLG4	FRMPD4
DLG4	LRP1B
DLG4	TBR1
DLG4	GAP43
DLG4	NCALD
DLG4	GAPDH
DLG4	MBP
DLG4	GRIP1
DLG4	DSCAM
DLG4	LRRTM4
DLG4	NLGN1
DLG4	PRKCA
DLG4	GPHN
DLG4	VAMP2
DLG4	ERBIN
DLG4	RACK1
DLG4	LYN
DLG4	ENO2
DLG4	PPP1R9B
DLG4	SLC6A1
DLG4	EPS8
DLG4	SNCA
DLGAP1	SYT1
DLGAP1	TANC1
DLGAP1	GRID2
DLGAP1	GRIA2
DLGAP1	NWD2
DLGAP1	LRP1B
DLGAP1	GRIP1
DLGAP1	PTPRD
DLGAP1	SLITRK5
DLGAP1	GRIN1
DLGAP1	MAGI2
DLGAP1	NLGN1
DMD	TMOD2
DMD	GFAP
DMD	MBNL1
DMD	MAP1B
DMD	SGCD
DMD	MYOF
DMD	ITPR2
DMD	VAMP2
DMD	IL1RAPL1
DMD	SGCZ
DMD	PGM5
DMD	DTNB
DMD	DTNA
DMD	SNTG1
DNM1L	MAP1B
DNM1L	MAP1A
DNM1L	GABARAP
DNM1L	KIF5B
DNM1L	HSPA5
DNM1L	TRAK1
DNM1L	HSP90AA1
DNM1L	PACRG
DNM1L	FOXO3
DNM1L	MT-CO1
DNM1L	TOMM20
DNM1L	PRKN
DNM1L	HSP90AB1
DNM1L	STXBP1
DNM1L	MAP1LC3A
DNM1L	GAPDH
DNM1L	MITF
DNM1L	SUMO2
DNM1L	GABARAPL1
DNM1L	SOD2
DNM1L	UBE2E3
DNM1L	SNCA
DOCK10	MED1
DOCK10	RAC1
DOCK10	PPP3CA
DOCK10	DOCK2
DOCK2	TIAM1
DOCK2	ELMO1
DOCK2	SLC9A9
DOCK2	WDFY4
DOCK2	RAC1
DOCK2	SYK
DOCK2	LY86
DOCK2	WIPF1
DOCK2	PRKD1
DOCK2	DOCK8
DOCK2	LYN
DOCK4	RPL18A
DOCK4	SEC61B
DOCK4	EDF1
DOCK4	RPL19
DOCK4	FANCE
DOCK4	RPS12
DOCK4	RPS4Y1
DOCK4	EEFSEC
DOCK4	RSAD1
DOCK4	RPL35
DOCK4	RPL8
DOCK4	RPL3L
DOCK4	RPS11
DOCK4	RPS27A
DOCK4	RPL37
DOCK4	RPS3
DOCK4	PARP8
DOCK4	EIF5B
DOCK4	MRNIP
DOCK4	RPL29
DOCK4	EIF5A2
DOCK4	RPS23
DOCK4	RPL10L
DOCK4	MED1
DOCK4	RPL13
DOCK4	EEF2
DOCK4	RPL15
DOCK4	RPL38
DOCK4	RPL4
DOCK4	SRP68
DOCK4	ELMO1
DOCK4	RPS15A
DOCK4	EIF4A2
DOCK4	RPS27L
DOCK4	KCND2
DOCK4	EIF5A
DOCK4	RPL7
DOCK4	RPS2
DOCK4	RPS21
DOCK4	RPL3
DOCK4	RPL36AL
DOCK4	RPL27A
DOCK4	RPL21
DOCK4	RPLP1
DOCK4	RPS3A
DOCK4	RPL22L1
DOCK4	RPL22
DOCK4	RAC1
DOCK4	RPS26
DOCK4	RPL12
DOCK4	HMGN2
DOCK4	RPL39
DOCK4	GAGE2A
DOCK4	EIF3A
DOCK4	RAP1A
DOCK4	RPL5
DOCK4	SERBP1
DOCK4	RPS4X
DOCK4	RPL10A
DOCK4	WDR31
DOCK4	HABP4
DOCK4	RPS16
DOCK4	RPS6
DOCK4	HMGN1
DOCK4	NPSR1
DOCK4	GAGE12E
DOCK4	GAGE12H
DOCK4	KCNQ3
DOCK4	RPS9
DOCK4	RPL13A
DOCK4	EEF1B2
DOCK4	RPL24
DOCK4	RPL34
DOCK4	RPS29
DOCK4	RPL14
DOCK4	RPS8
DOCK4	GAGE12D
DOCK4	IMMP2L
DOCK4	GAGE10
DOCK4	RPS14
DOCK4	RPL36A-HNRNPH2
DOCK4	RPL31
DOCK4	UBA52
DOCK4	RPL23A
DOCK4	RPSA
DOCK4	RPL39L
DOCK4	RPS18
DOCK4	IFI35
DOCK4	GAGE12C
DOCK4	TMEM232
DOCK4	IFRD2
DOCK4	RPL6
DOCK4	RPL36A
DOCK4	GAGE12J
DOCK4	SELENOP
DOCK4	ENSP00000498801
DOCK4	SPDYE9P
DOCK4	H3BN98_HUMAN
DOCK4	SPDYE14
DOCK4	ENSP00000499200
DOCK4	TEX48
DOCK4	NACA2
DOCK4	NACA
DOCK4	GAGE12F
DOCK4	GAGE13
DOCK4	GAGE1
DOCK4	GAGE2E
DOCK4	GAGE12G
DOCK4	RPL32
DOCK4	MRPS14
DOCK4	EIF5AL1
DOCK4	TPT1
DOCK4	RPL7L1
DOCK4	NSA2
DOCK4	RPS5
DOCK4	H3BNC9_HUMAN
DOCK4	RPS4Y2
DOCK4	RPS27
DOCK4	RPL27
DOCK4	RACK1
DOCK4	RPS13
DOCK4	RSRC1
DOCK4	RPL10
DOCK4	RPL26
DOCK4	RPL26L1
DOCK4	RPL9
DOCK4	RPS10
DOCK4	RPS10-NUDT3
DOCK4	RPL17
DOCK4	RPL17-C18orf32
DOCK4	RPL30
DOCK4	RPS28
DOCK4	RPLP2
DOCK4	RPL35A
DOCK4	RPL36
DOCK4	RPL37A
DOCK4	RPLP0
DOCK4	RPS19
DOCK4	RPL28
DOCK4	RPL23
DOCK4	RPL11
DOCK4	RPS25
DOCK4	RPS20
DOCK4	RPS15
DOCK4	RPS17
DOCK4	RPL18
DOCK4	RPS24
DOCK4	RPS7
DOCK4	FAU
DOCK8	RAC1
DOCK8	LRBA
DOCK8	SYK
DOCK8	LRCH1
DOCK8	WIPF1
DOCK8	LYN
DOK6	RTTN
DPP10	SYT1
DPP10	GRID2
DPP10	KCND2
DPP10	GRIN1
DPP10	NPSR1
DPP10	KCNIP4
DPP10	FOXP2
DPP10	PNMA2
DPYD	SLC1A3
DPYD	SLC1A2
DPYD	GAPDH
DRAM2	UVRAG
DSCAM	NEFM
DSCAM	RASA1
DSCAM	LRRC4C
DSCAM	KMT5B
DSCAM	MAGI2
DSCAM	RAC1
DSCAM	NLGN1
DSCAM	SCN2A
DSCAM	UNC5D
DSCAM	KIF1A
DSCAM	UNC5C
DSEL	VCAN
DST	MAP1B
DST	MSN
DST	DYNC1H1
DST	TMEM108
DST	ERBIN
DTNA	GFAP
DTNA	SNAP25
DTNA	MBNL1
DTNA	SGCD
DTNA	L3MBTL4
DTNA	RTTN
DTNA	SNTG1
DTNB	SNAP25
DTNB	SYN1
DTNB	KIF5B
DTNB	SGCD
DTNB	KIF5A
DTNB	SNTG1
DYM	KCNT1
DYM	RERE
DYM	SCMH1
DYM	PPP6R3
DYM	VPS50
DYNC1H1	TUBB4A
DYNC1H1	GALNT1
DYNC1H1	RPS27A
DYNC1H1	KIF5B
DYNC1H1	TMEM108
DYNC1H1	HSP90AA1
DYNC1H1	TUBA1B
DYNC1H1	TUBB
DYNC1H1	FGD4
DYNC1H1	NR3C2
DYNC1H1	GAPDH
DYNC1H1	SLC25A6
DYNC1H1	RAB3IP
DYNC1H1	KIF5A
DYNC1H1	UBA52
DYNC1H1	GALNT2
DYNC1H1	SPTAN1
DYNC1H1	KIF1A
DYNC1H1	HSP90AB1
DYNC1H1	KIF5C
DYNC1H1	TUBB2A
DYNC1H1	TUBA1A
EDF1	RPL18A
EDF1	ETF1
EDF1	NEDD8
EDF1	FOS
EDF1	FANCE
EDF1	SNU13
EDF1	GAGE12G
EDF1	GAGE12C
EDF1	GAGE12E
EDF1	GAGE10
EDF1	GAGE12F
EDF1	GAGE13
EDF1	GAGE1
EDF1	GAGE2E
EDF1	GAGE12J
EDF1	GAGE2A
EDF1	GAGE12D
EDF1	GAGE12H
EDF1	H3BN98_HUMAN
EDF1	RPS4Y2
EDF1	NDUFA13
EDF1	RPS4Y1
EDF1	RPL9
EDF1	HSP90AB1
EDF1	MRPS14
EDF1	HSP90AA1
EDF1	RSAD1
EDF1	H3BNC9_HUMAN
EDF1	RPS27L
EDF1	MRNIP
EDF1	RSRC1
EDF1	RPL41
EDF1	TEX48
EDF1	RPL36A-HNRNPH2
EDF1	RPL36A
EDF1	RPL28
EDF1	RPL10A
EDF1	RPLP0
EDF1	NPSR1
EDF1	RPL12
EDF1	RPL36AL
EDF1	RPL17-C18orf32
EDF1	WDR31
EDF1	IFI35
EDF1	RPL3L
EDF1	RPL22L1
EDF1	RPL17
EDF1	RPL7L1
EDF1	RPL22
EDF1	RPL26L1
EDF1	RPL26
EDF1	RPL7
EDF1	RPL10L
EDF1	RPL39L
EDF1	RPL39
EDF1	RPL3
EDF1	RPL13A
EDF1	RPL10
EDF1	UBA52
EDF1	RPL23
EDF1	RPL21
EDF1	RPL35A
EDF1	RPL27A
EDF1	RPL15
EDF1	RPL34
EDF1	RPL37A
EDF1	RPL14
EDF1	RPL37
EDF1	RPL13
EDF1	RPL6
EDF1	RPL4
EDF1	RPL31
EDF1	RPL27
EDF1	RPL7A
EDF1	RPL24
EDF1	RPS17
EDF1	RPS15A
EDF1	RPL11
EDF1	RPS4X
EDF1	RPL38
EDF1	RPL18
EDF1	RPL30
EDF1	RPL19
EDF1	RPL23A
EDF1	RPS27
EDF1	RPL8
EDF1	RPS14
EDF1	RPS11
EDF1	RPS23
EDF1	RPSA
EDF1	RPL5
EDF1	RPL32
EDF1	RPS7
EDF1	RPS26
EDF1	RPS25
EDF1	RPS29
EDF1	RPS8
EDF1	RPS6
EDF1	RPL36
EDF1	RPS19
EDF1	RPL29
EDF1	RPS28
EDF1	RPS18
EDF1	RPL35
EDF1	RPS24
EDF1	RPS3A
EDF1	RPS16
EDF1	RPS27A
EDF1	RPS12
EDF1	RPS13
EDF1	RPS10-NUDT3
EDF1	RPS21
EDF1	RPS5
EDF1	RPS15
EDF1	RPS2
EDF1	RPS10
EDF1	RPS20
EDF1	RACK1
EDF1	RPS9
EDF1	RPS3
EDF1	FAU
EEF1A1	RPL18A
EEF1A1	RPL19
EEF1A1	NFKB1
EEF1A1	FANCE
EEF1A1	RPS12
EEF1A1	SKP1
EEF1A1	NEDD8
EEF1A1	RPS4Y1
EEF1A1	RBM39
EEF1A1	GFAP
EEF1A1	EEFSEC
EEF1A1	H3-3B
EEF1A1	SRSF1
EEF1A1	RPL35
EEF1A1	RPL8
EEF1A1	XPO5
EEF1A1	RPL3L
EEF1A1	RPS11
EEF1A1	RPS27A
EEF1A1	FTH1
EEF1A1	RPL37
EEF1A1	PELO
EEF1A1	RPS3
EEF1A1	EIF5B
EEF1A1	RPL29
EEF1A1	EIF5A2
EEF1A1	RPS23
EEF1A1	MAP1B
EEF1A1	NPM1
EEF1A1	RPL10L
EEF1A1	HSP90B1
EEF1A1	SRRM2
EEF1A1	RPL13
EEF1A1	EEF2
EEF1A1	RPL15
EEF1A1	RPL38
EEF1A1	RPL4
EEF1A1	NCL
EEF1A1	RPS15A
EEF1A1	HSPA5
EEF1A1	EIF4A2
EEF1A1	RPS27L
EEF1A1	HSP90AA1
EEF1A1	EIF5A
EEF1A1	TUBA1B
EEF1A1	TUBB
EEF1A1	RABGAP1
EEF1A1	EIF4G3
EEF1A1	SECISBP2
EEF1A1	MTRNR2L8
EEF1A1	WDR31
EEF1A1	SLC25A6
EEF1A1	MATR3
EEF1A1	IFI35
EEF1A1	PRKN
EEF1A1	HNRNPH1
EEF1A1	RTTN
EEF1A1	NAA10
EEF1A1	TEX48
EEF1A1	YWHAB
EEF1A1	GPI
EEF1A1	KLF9
EEF1A1	TUBA1A
EEF1A1	HMGN2
EEF1A1	NPSR1
EEF1A1	PCBP2
EEF1A1	SNU13
EEF1A1	MT-ND1
EEF1A1	HNRNPDL
EEF1A1	EIF3A
EEF1A1	NSA2
EEF1A1	FTL
EEF1A1	ENO2
EEF1A1	MT-CO2
EEF1A1	PPA2
EEF1A1	PTMA
EEF1A1	SUMO2
EEF1A1	RPL7L1
EEF1A1	TXNIP
EEF1A1	HNRNPA2B1
EEF1A1	EIF4G2
EEF1A1	RPL22L1
EEF1A1	MT-CYB
EEF1A1	YWHAZ
EEF1A1	RPL26L1
EEF1A1	TUBB2A
EEF1A1	RPL39L
EEF1A1	HNRNPA1
EEF1A1	WARS1
EEF1A1	PPIA
EEF1A1	NACA
EEF1A1	RPS4Y2
EEF1A1	EIF5AL1
EEF1A1	HNRNPK
EEF1A1	MT-CO1
EEF1A1	HSP90AB1
EEF1A1	RPLP2
EEF1A1	PGK1
EEF1A1	RPL41
EEF1A1	HLA-DRA
EEF1A1	RPL36AL
EEF1A1	RPL36A
EEF1A1	RPS21
EEF1A1	RPS29
EEF1A1	RPL36
EEF1A1	TPT1
EEF1A1	RPL39
EEF1A1	ETF1
EEF1A1	RPLP1
EEF1A1	UBA52
EEF1A1	RPS10
EEF1A1	RPL23
EEF1A1	FAU
EEF1A1	RPL26
EEF1A1	RPS17
EEF1A1	RPS26
EEF1A1	RPL28
EEF1A1	RPL34
EEF1A1	RPL22
EEF1A1	RPS25
EEF1A1	RPL24
EEF1A1	RPL37A
EEF1A1	RPS24
EEF1A1	GAPDH
EEF1A1	RPS28
EEF1A1	RPS14
EEF1A1	RPL23A
EEF1A1	RPS7
EEF1A1	RPL10
EEF1A1	RPS13
EEF1A1	RPL21
EEF1A1	RPS27
EEF1A1	RPL17
EEF1A1	RPS15
EEF1A1	RPS19
EEF1A1	RPL35A
EEF1A1	RPS5
EEF1A1	RPL10A
EEF1A1	RPL32
EEF1A1	RPL12
EEF1A1	RPL14
EEF1A1	RPS18
EEF1A1	RPL11
EEF1A1	RPL30
EEF1A1	RPL27A
EEF1A1	RPL27
EEF1A1	RPL13A
EEF1A1	RPS9
EEF1A1	RPL31
EEF1A1	RPL18
EEF1A1	RPL7A
EEF1A1	RPS16
EEF1A1	RPL9
EEF1A1	RPS4X
EEF1A1	RPSA
EEF1A1	RACK1
EEF1A1	RPL6
EEF1A1	RPLP0
EEF1A1	RPL3
EEF1A1	RPS20
EEF1A1	RPS6
EEF1A1	RPS8
EEF1A1	RPL5
EEF1A1	RPL7
EEF1A1	RPS3A
EEF1A1	RPS2
EEF1A1	EEF1B2
EEF1B2	RPL18A
EEF1B2	RPL19
EEF1B2	FANCE
EEF1B2	RPS12
EEF1B2	HSPE1
EEF1B2	RPS4Y1
EEF1B2	EEFSEC
EEF1B2	RSAD1
EEF1B2	RPL35
EEF1B2	RPL8
EEF1B2	RPL3L
EEF1B2	RPS11
EEF1B2	RPS27A
EEF1B2	RPL37
EEF1B2	RPS3
EEF1B2	EIF5B
EEF1B2	MRNIP
EEF1B2	RPL29
EEF1B2	HPGDS
EEF1B2	EIF5A2
EEF1B2	RPS23
EEF1B2	NPM1
EEF1B2	RPL10L
EEF1B2	MED1
EEF1B2	RPL13
EEF1B2	EEF2
EEF1B2	RPL15
EEF1B2	RPL38
EEF1B2	RPL4
EEF1B2	RPS15A
EEF1B2	EIF4A2
EEF1B2	RPS27L
EEF1B2	HSP90AA1
EEF1B2	EIF5A
EEF1B2	RPL7
EEF1B2	HNRNPA1
EEF1B2	RPS2
EEF1B2	RPS21
EEF1B2	RPL3
EEF1B2	RPL36AL
EEF1B2	RPL27A
EEF1B2	RPL21
EEF1B2	RPLP1
EEF1B2	RPS3A
EEF1B2	RPL22L1
EEF1B2	RPL22
EEF1B2	RPS26
EEF1B2	ETF1
EEF1B2	RPL12
EEF1B2	HMGN2
EEF1B2	RPL39
EEF1B2	GAGE2A
EEF1B2	EIF3A
EEF1B2	RPL5
EEF1B2	SERBP1
EEF1B2	HSP90AB1
EEF1B2	RPL7A
EEF1B2	NDUFS5
EEF1B2	RPS4X
EEF1B2	RPL10A
EEF1B2	WDR31
EEF1B2	RPS16
EEF1B2	RPS6
EEF1B2	HMGN1
EEF1B2	NPSR1
EEF1B2	GAGE12E
EEF1B2	GAGE12H
EEF1B2	RPS9
EEF1B2	RPL13A
EEF1B2	SPDYE9P
EEF1B2	ENSP00000498801
EEF1B2	ENSP00000499200
EEF1B2	SPDYE14
EEF1B2	RTTN
EEF1B2	GAGE12D
EEF1B2	GAGE12J
EEF1B2	GAGE1
EEF1B2	GAGE2E
EEF1B2	GAGE13
EEF1B2	GAGE12F
EEF1B2	GAGE10
EEF1B2	GAGE12C
EEF1B2	GAGE12G
EEF1B2	NAA10
EEF1B2	PPIA
EEF1B2	RPL41
EEF1B2	TEX48
EEF1B2	MRPS14
EEF1B2	IFI35
EEF1B2	SNU13
EEF1B2	RSRC1
EEF1B2	GAPDH
EEF1B2	H3BN98_HUMAN
