DOCK10|94.0
RPL21|0.1832189046782692
CHI3L1|18.22222222222222
PLPP1|21.0
SPTBN1|24.133333333333333
NCOA1|12.85
FBXO11|30.571428571428573
FADS1|29.0
ARHGAP22|68.0
RPL23A|0.16923194731602725
PAN3|82.33333333333333
RPS19|0.19337146438925018
FOS|6.699519230769231
LHFPL2|10.0
LRP4|96.0
DRAM2|17.0
SMURF1|22.24390243902439
FBXL16|86.5
BNIP3|10.802919708029197
ICE1|30.666666666666668
CNP|17.91176470588235
GNAQ|10.833333333333334
SNRPN|16.452380952380953
SELENOP|4.082702387885847
RPL17-C18orf32|0.2609223300970874
MRVI1|47.25
NKAIN2|43.0
ADCY8|19.91176470588235
CXorf66|0.32063837504533915
RPL35|0.19635065450218167
RIT2|26.36842105263158
NR3C2|27.46875
PTPRJ|28.857142857142858
GRIA2|4.845679012345679
RPL6|0.17792068595927116
PKD2|12.76923076923077
RAP1A|15.38888888888889
RAD51B|95.57142857142857
RPL8|0.17860063945274743
ELMO1|31.4
MARCHF1|23.5
RASSF8|29.5
FOXP1|16.9375
JAZF1|15.692307692307692
ENO2|7.294181034482759
GALNT2|14.222222222222221
RALGDS|17.823529411764707
ATP2C1|97.0
HMGN1|0.4740332619120498
DENND1A|43.0
CYP4V2|5.0
PARP8|1.478779581459026
RABEP1|34.166666666666664
LCORL|54.0
H3BNC9_HUMAN|0.367276559057381
NIPBL|15.433333333333334
NDUFS5|9.409420289855072
CHN2|40.714285714285715
ERO1B|26.857142857142858
PLEKHB1|15.0
RUBCN|9.521739130434783
WDFY4|14.666666666666666
LRATD1|162.0
LYN|9.411538461538461
ATP6V1G2|18.333333333333332
DST|25.11764705882353
GADD45B|20.555555555555557
ACAP3|13.0
RSAD1|0.36977096346772664
KLF9|58.4
BLOC1S6|16.5
NGRN|61.0
PELO|2.304128053917439
DLGAP1|9.333333333333334
KCNQ3|1.518406645270908
TUBA1A|9.845637583892618
RPLP2|0.3915722700498414
GAP43|5.130434782608695
CFAP97|33.0
LUC7L3|3.8484848484848486
RPL22|0.23154109875407644
HS6ST3|1.8666666666666667
CYTH3|89.42857142857143
DYM|34.0
APPL2|11.0
SLC39A11|5.0
ERBB4|10.133047210300429
RPL26L1|0.2125
KCNB2|1.578423566878981
RPS24|0.19222773068926916
KIT|7.642857142857143
KDM6A|4.628378378378378
ADAR|23.636363636363637
RBM26|55.0
SLC26A3|39.625
PLPP3|44.5
TRIO|88.4
MATR3|8.733333333333333
SRSF1|4.917794970986461
FMNL3|37.55555555555556
PPP1R9B|25.925925925925927
GAGE2E|0.666038402638709
FGF12|34.833333333333336
HLA-E|38.64705882352941
CPLX1|6.042857142857143
SKP1|12.723502304147466
CREBZF|48.0
CNTNAP2|9.144578313253012
RPL27|0.2146252574869276
MBP|6.909090909090909
GDI1|46.2
RPS4Y1|0.30978754312692935
DOCK8|16.9
GAGE1|0.7456476108161502
WWP1|44.714285714285715
GRIP1|14.454545454545455
HSP90AB1|2.7806691449814127
PRKN|7.2462526766595285
NSMCE2|14.833333333333334
USP39|15.096774193548388
CCND2|13.24468085106383
ZMYND11|45.25
ACTG1|7.729857819905213
RPL13A|0.17551325121313924
RDH11|7.0
DAB1|38.0
RBM25|2.6923076923076925
SF1|4.364285714285714
TSPYL4|18.0
IL1RAPL1|27.23076923076923
ATP1A3|11.577777777777778
PDE3B|16.5
BCAS3|65.25
EIF5AL1|0.4311430257721818
FRMD4B|13.0
HMGN2|0.4329733478648568
RPS20|0.172937878117161
ALCAM|30.0625
SEPTIN5|18.85
HACD2|13.0
RPS10-NUDT3|0.27462474464872544
GAGE12C|0.7451537226818126
KCNQ1|1.5314513073133762
CNTN5|40.75
SPDYE2|3.0
SRRM2|7.177083333333333
CALCOCO1|15.833333333333334
CCDC186|9.0
CERS6|5.0
KCND2|1.5725573328194258
TMOD2|31.846153846153847
ZSWIM5|1.0
RUBCNL|17.0
RPS28|0.17907381065275801
ARHGAP42|78.0
TCF12|62.666666666666664
MAML2|29.75
CEBPD|17.74074074074074
PUM3|9.880090497737557
FUS|6.2620481927710845
EEF1B2|0.45107858243451465
AGBL4|13.0
RPS15|0.18991756499682944
CALM1|6.867605633802817
ISLR|87.0
VOPP1|125.0
FARS2|14.22463768115942
CYP51A1|119.0
PHYHIP|14.0
CBX6|16.2
CHCHD3|21.11111111111111
SMAD2|10.637931034482758
SFPQ|6.081690140845071
RPS21|0.20899229941210565
FMNL2|67.33333333333333
CNBP|7.542691751085384
AGO2|7.452755905511811
MAP2K5|24.923076923076923
SYT17|2.0
TGFBR2|15.358333333333333
LSAMP|46.0
GNAS|16.06451612903226
GRIN1|5.259927797833935
MAML3|32.09090909090909
TBC1D24|19.25
NPC2|52.0
SLC1A3|6.2102272727272725
SEC14L2|43.75
CPQ|15.0
THY1|11.22549019607843
TANC1|34.0
ARHGAP17|33.2
CARNMT1|30.0
C20orf194|1.0
KIF1A|6.619565217391305
SBF2|25.0
GAGE13|0.666038402638709
UNC5D|7.266666666666667
GLCCI1|12.0
HNRNPH1|5.888268156424581
PRKD1|24.866666666666667
LUC7L|6.6347826086956525
MSN|12.941666666666666
RPL18|0.1892162912681271
ADGRB3|86.71428571428571
CACNA2D3|23.818181818181817
RPL37A|0.20297469889257133
NKTR|18.833333333333332
ITPR2|9.256410256410257
HNRNPDL|4.715430861723447
UBE2E2|28.875
FXYD6|8.0
TNK2|52.2
B3GNT2|2.8333333333333335
KIF26B|10.052631578947368
PLA2G4A|35.23809523809524
PRIM2|184.0
RPLP1|0.3162174105170128
